order_item_id,order_id,product_id,quantity,item_status,delivered_at
787,270,47,10,Delivered,11/19/2025
788,300,27,4,Shipped,""
789,213,2,1,Processing,""
790,166,32,3,Processing,""
791,72,98,8,Processing,""
792,251,41,4,Pending,""
793,134,82,3,Delivered,11/07/2025
794,182,36,1,Delivered,12/08/2025
795,288,2,8,Pending,""
796,62,62,5,Delivered,12/04/2025
797,272,11,5,Shipped,""
798,125,16,10,Delivered,12/08/2025
799,21,16,3,Delivered,12/12/2025
800,94,13,4,Delivered,11/29/2025
801,57,64,8,Processing,""
802,219,57,3,Delivered,11/17/2025
803,127,2,8,Delivered,12/11/2025
804,240,13,1,Delivered,11/27/2025
805,233,61,6,Delivered,12/09/2025
806,221,94,5,Shipped,""
807,48,97,6,Delivered,11/23/2025
808,273,31,10,Delivered,11/18/2025
809,182,53,1,Delivered,12/08/2025
810,13,89,1,Delivered,12/05/2025
811,221,31,9,Shipped,""
812,250,90,5,Delivered,12/14/2025
813,290,16,7,Shipped,""
814,9,2,7,Delivered,12/01/2025
815,152,63,8,Shipped,""
816,159,75,8,Delivered,11/27/2025
817,237,6,5,Delivered,11/06/2025
818,216,65,8,Delivered,11/16/2025
819,14,56,3,Pending,""
820,223,81,1,Processing,""
821,273,72,7,Delivered,11/18/2025
822,215,2,8,Delivered,12/10/2025
823,216,78,3,Delivered,11/16/2025
824,177,67,10,Shipped,""
825,114,93,9,Delivered,11/23/2025
826,292,45,1,Delivered,12/10/2025
827,156,66,5,Pending,""
828,153,97,3,Processing,""
829,288,58,1,Pending,""
830,173,96,10,Shipped,""
831,196,33,5,Delivered,11/19/2025
832,152,67,6,Shipped,""
833,138,42,4,Delivered,11/21/2025
834,198,85,9,Processing,""
835,74,27,5,Pending,""
836,58,1,7,Delivered,11/12/2025
837,120,79,2,Shipped,""
838,8,55,5,Delivered,12/10/2025
839,84,42,5,Delivered,12/12/2025
840,192,49,7,Pending,""
841,271,25,5,Processing,""
842,55,96,6,Delivered,11/13/2025
843,215,22,10,Delivered,12/10/2025
844,120,19,4,Shipped,""
845,74,64,5,Pending,""
846,270,62,3,Delivered,11/19/2025
847,124,86,7,Shipped,""
848,286,97,10,Delivered,11/05/2025
849,201,14,5,Delivered,12/05/2025
850,234,86,2,Delivered,12/10/2025
851,65,49,8,Processing,""
852,53,55,10,Delivered,11/29/2025
853,193,25,6,Shipped,""
854,32,3,9,Pending,""
855,162,67,2,Delivered,12/06/2025
856,78,28,6,Processing,""
857,197,23,2,Delivered,12/17/2025
858,102,32,7,Delivered,12/12/2025
859,49,29,2,Delivered,11/28/2025
860,51,32,4,Delivered,11/07/2025
861,281,9,5,Shipped,""
862,205,63,6,Shipped,""
863,57,98,2,Processing,""
864,206,91,3,Delivered,11/07/2025
865,99,81,9,Delivered,11/17/2025
866,182,45,8,Delivered,12/08/2025
867,285,88,2,Processing,""
868,277,100,9,Delivered,12/09/2025
869,263,6,9,Pending,""
870,45,1,9,Delivered,11/22/2025
871,9,13,8,Delivered,12/01/2025
872,203,36,7,Pending,""
873,279,25,4,Delivered,11/10/2025
874,181,16,5,Pending,""
875,86,71,1,Processing,""
876,93,32,2,Delivered,11/08/2025
877,65,6,10,Processing,""
878,294,98,8,Pending,""
879,233,94,7,Delivered,12/09/2025
880,30,81,7,Pending,""
881,106,29,9,Delivered,12/01/2025
882,262,37,6,Delivered,11/16/2025
883,72,62,10,Processing,""
884,138,56,2,Delivered,11/21/2025
885,42,89,6,Delivered,12/05/2025
886,159,39,1,Delivered,11/27/2025
887,125,86,6,Delivered,12/08/2025
888,129,21,5,Delivered,11/23/2025
889,275,16,7,Processing,""
890,57,18,10,Processing,""
891,65,54,1,Processing,""
892,267,83,2,Delivered,11/21/2025
893,196,96,9,Delivered,11/19/2025
894,26,97,2,Delivered,12/10/2025
895,210,93,5,Processing,""
896,277,51,4,Delivered,12/09/2025
897,266,44,3,Delivered,11/18/2025
898,133,54,3,Delivered,11/14/2025
899,103,48,3,Delivered,12/17/2025
900,237,75,10,Delivered,11/06/2025
901,147,55,8,Delivered,11/27/2025
902,214,34,6,Pending,""
903,137,66,7,Pending,""
904,57,99,7,Processing,""
905,85,14,4,Shipped,""
906,41,77,4,Delivered,11/13/2025
907,185,59,9,Delivered,12/11/2025
908,3,43,5,Pending,""
909,274,76,3,Delivered,12/06/2025
910,107,84,4,Shipped,""
911,293,92,10,Shipped,""
912,232,51,2,Delivered,11/23/2025
913,201,71,9,Delivered,12/05/2025
914,245,41,7,Delivered,11/12/2025
915,26,78,8,Delivered,12/10/2025
916,66,25,3,Delivered,12/05/2025
917,81,48,1,Pending,""
918,168,90,7,Delivered,11/26/2025
919,26,5,3,Delivered,12/10/2025
920,117,9,10,Shipped,""
921,111,68,6,Delivered,11/27/2025
922,200,50,8,Delivered,12/15/2025
923,77,40,9,Shipped,""
924,202,47,2,Shipped,""
925,122,1,2,Delivered,12/01/2025
926,48,33,10,Delivered,11/23/2025
927,254,32,1,Delivered,12/07/2025
928,41,99,1,Delivered,11/13/2025
929,212,87,7,Delivered,12/02/2025
930,209,59,5,Delivered,11/14/2025
931,49,79,7,Delivered,11/28/2025
932,210,4,3,Processing,""
933,171,12,3,Delivered,11/17/2025
934,172,14,3,Delivered,11/12/2025
935,47,9,3,Delivered,12/07/2025
936,12,66,3,Delivered,11/12/2025
937,152,55,4,Shipped,""
938,225,9,2,Delivered,11/20/2025
939,285,68,7,Processing,""
940,256,19,7,Shipped,""
941,223,83,9,Processing,""
942,171,22,10,Delivered,11/17/2025
943,57,57,3,Processing,""
944,222,22,9,Shipped,""
945,96,44,5,Shipped,""
946,93,58,6,Delivered,11/08/2025
947,143,54,9,Delivered,11/18/2025
948,10,43,1,Delivered,11/29/2025
949,279,21,6,Delivered,11/10/2025
950,285,86,6,Processing,""
951,149,4,8,Processing,""
952,170,66,7,Pending,""
953,194,12,1,Shipped,""
954,172,39,10,Delivered,11/12/2025
955,141,99,7,Pending,""
956,108,77,1,Delivered,11/08/2025
957,91,22,5,Shipped,""
958,26,33,8,Delivered,12/10/2025
959,69,39,3,Delivered,11/14/2025
960,191,10,6,Delivered,12/11/2025
961,35,50,5,Processing,""
962,127,99,4,Delivered,12/11/2025
963,247,61,6,Pending,""
964,71,47,8,Shipped,""
965,35,31,5,Processing,""
966,109,28,3,Delivered,12/16/2025
967,66,68,8,Delivered,12/05/2025
968,24,59,2,Delivered,12/11/2025
969,219,11,4,Delivered,11/17/2025
970,45,71,2,Delivered,11/22/2025
971,154,10,2,Delivered,11/10/2025
972,211,100,4,Delivered,11/05/2025
973,223,92,2,Processing,""
974,4,36,4,Delivered,12/13/2025
975,35,51,9,Processing,""
976,93,37,1,Delivered,11/08/2025
977,91,41,6,Shipped,""
978,8,56,1,Delivered,12/10/2025
979,148,83,5,Delivered,11/08/2025
980,244,10,8,Shipped,""
981,62,62,5,Delivered,12/04/2025
982,274,25,3,Delivered,12/06/2025
983,150,72,3,Processing,""
984,69,82,5,Delivered,11/14/2025
985,89,30,2,Processing,""
986,139,88,5,Processing,""
987,166,88,6,Processing,""
988,240,86,7,Delivered,11/27/2025
989,15,58,10,Pending,""
990,192,87,5,Pending,""
991,300,40,4,Shipped,""
992,33,62,9,Delivered,11/18/2025
993,87,6,4,Delivered,11/08/2025
994,1,6,1,Processing,""
995,204,60,1,Delivered,12/17/2025
996,81,26,2,Pending,""
997,72,72,10,Processing,""
998,11,45,8,Delivered,12/06/2025
999,197,42,9,Delivered,12/17/2025
1000,152,49,5,Shipped,""
